,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,IGN
4539,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09,87.0,26.0,7.5,435.0,Criterion Games,E10+,8.4
4540,Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64.0,13.0,7.8,6.0,From Software,T,7.0
4541,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,63.0,13.0,4.8,4.0,3d6 Games,T,7.5
4542,Populous DS,DS,2008,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.09,60.0,20.0,tbd,,Genki,E10+,7.1
4543,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68.0,24.0,7.7,26.0,Microvision,T,5.5
4544,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,92.0,21.0,9,801.0,Ensemble Studios,T,8.8
4545,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1,7.0,Tamsoft,E10+,6.3
4546,Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61.0,14.0,6.5,11.0,Nex Entertainment,T,6.1
4547,Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70.0,20.0,8.6,18.0,Artificial Mind and Movement,E,8.0
4548,Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,32.0,5.6,216.0,Microsoft Game Studios,M,7.5
4549,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,82.0,46.0,8.5,13.0,Treasure,T,7.7
4550,MLB SlugFest 20-04,XB,2003,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,16.0,tbd,,Midway,E,4.5
4551,Beaterator,PSP,2009,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,80.0,44.0,7.8,12.0,Rockstar Leeds,E,7.0
4552,Wordmaster,DS,2008,Strategy,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09,57.0,5.0,tbd,,Sarbakan Inc.,E,5.8
4553,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,86.0,33.0,8.7,61.0,BudCat,T,8.6
4554,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0.0,0.01,0.09,58.0,15.0,8.5,8.0,The Game Factory,E10+,4.8
4555,ESPN NBA 2Night,PS2,2000,Sports,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,62.0,8.0,tbd,,Konami,E,6.4
4556,Freekstyle,GC,2002,Racing,Electronic Arts,0.07,0.02,0.0,0.0,0.09,78.0,11.0,tbd,,Page 44 Studios,E,7.8
4557,Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0.0,0.01,0.09,63.0,9.0,7.3,23.0,Black Ship Games,T,7.0
4558,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,78.0,28.0,8.5,15.0,The Behemoth,T,8.5
4559,World Championship Poker 2: Featuring Howard Lederer,XB,2005,Misc,Crave Entertainment,0.07,0.02,0.0,0.0,0.09,71.0,9.0,tbd,,Crave,T,6.5
4560,Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,52.0,29.0,7,4.0,Tecmo,T,6.1
4561,Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09,46.0,4.0,tbd,,Gravity-I,E,4.5
4562,Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94.0,32.0,8.7,121.0,Team Ninja,M,9.4
4563,Touch Detective,DS,2006,Adventure,505 Games,0.06,0.02,0.0,0.01,0.09,60.0,25.0,6.8,6.0,BeeWorks,E10+,5.5
4564,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67.0,15.0,3.8,4.0,EA Canada,E,4.9
4565,The Revenge of Shinobi,GBA,2002,Platform,Atari,0.07,0.02,0.0,0.0,0.09,51.0,11.0,tbd,,3d6 Games,E,8.0
4566,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,59.0,25.0,8.6,43.0,Eighting,M,6.0
4567,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77.0,18.0,7.6,8.0,Argonaut Games,T,8.0
4568,Tak: The Great Juju Challenge,DS,2005,Platform,THQ,0.09,0.0,0.0,0.01,0.09,66.0,13.0,tbd,,Altron,E,6.2
4569,Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,57.0,43.0,6.6,28.0,"Entersphere, Inc.",M,7.0
4570,Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,0.09,75.0,10.0,tbd,,Hudson,E,7.5
4571,Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,71.0,20.0,9.3,4.0,Shaba Games,E10+,4.5
4572,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.07,0.01,0.0,0.01,0.09,73.0,26.0,8.6,22.0,Other Ocean Interactive,M,7.8
4573,New Legends,XB,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,56.0,22.0,tbd,,Infinite Machine,T,5.5
4574,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71.0,36.0,9,25.0,Deadline Games,M,8.0
4575,Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.09,63.0,4.0,tbd,,Silicon Dreams,E,5.0
4576,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85.0,9.0,8.8,31.0,ProSoft,T,9.0
4577,Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.09,72.0,45.0,7,41.0,Nippon Ichi Software,T,8.3
4578,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.03,0.0,0.01,0.09,46.0,4.0,tbd,,Double Helix Games,E10+,5.5
4579,GripShift,PSP,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70.0,37.0,8.7,22.0,Sidhe Interactive,E,7.0
4580,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,45.0,10.0,8.1,31.0,Big Blue Bubble Inc.,T,5.5
4581,NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09,74.0,24.0,tbd,,Kush Games,E10+,6.5
4582,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,44.0,4.0,5.4,7.0,Virtuos,M,7.0
4583,Skies of Arcadia,DC,2000,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09,93.0,21.0,9.4,98.0,Overworks,T,9.2
4584,NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,85.0,8.0,7.3,7.0,Monster Games Inc.,E,8.3
4585,Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,71.0,20.0,7.8,8.0,Core Design Ltd.,T,7.8
4586,Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09,68.0,11.0,7.7,17.0,Sting,T,6.2
4587,Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09,69.0,44.0,8.7,22.0,SCE Studio Cambridge,T,8.4
4588,Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,54.0,6.0,8.2,5.0,Konami,T,7.1
4589,Pro Evolution Soccer 2012,PC,2011,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09,77.0,13.0,6.4,88.0,Konami,,8.0
4590,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.04,0.03,0.0,0.02,0.09,57.0,27.0,5.8,19.0,Ubisoft,E10+,6.0
4591,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69.0,11.0,5.8,4.0,"Funatics Software, Funatics",T,7.1
4592,Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0.0,0.0,0.09,85.0,37.0,8.6,18.0,Hitmaker,E,8.8
4593,Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,58.0,15.0,7.3,12.0,Natsume,T,5.5
4594,Lock's Quest,DS,2008,Strategy,THQ,0.08,0.0,0.0,0.01,0.09,80.0,32.0,8.7,27.0,5TH Cell,E,8.6
4595,Rugby 2005,PS2,2005,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09,71.0,15.0,8.6,19.0,HB Studios Multimedia,E,8.0
4596,Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,44.0,30.0,4.6,34.0,Hit Maker,T,3.0
4597,Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09,37.0,39.0,3.6,31.0,Tecmo,M,2.5
4598,Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,69.0,15.0,7.6,8.0,Loose Cannon Studios,E10+,8.1
4599,Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,43.0,9.0,5.7,7.0,Sensory Sweep,E10+,6.0
4600,Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.07,0.01,0.0,0.01,0.09,66.0,5.0,6.8,51.0,Telltale Games,,7.0
4601,Space Invaders Extreme,PSP,2008,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09,84.0,29.0,6.8,13.0,Taito Corporation,E,7.9
4602,Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,67.0,13.0,8.5,26.0,Koei,T,7.0
4603,Defender,XB,2002,Misc,Midway Games,0.07,0.02,0.0,0.0,0.09,69.0,15.0,tbd,,7 Studios,T,5.5
4604,Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,0.09,46.0,17.0,7.3,7.0,Takara Tomy,T,4.8
4605,Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,67.0,25.0,8.3,17.0,Deibus Studios,T,7.6
4606,Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,Metro 3D,0.04,0.03,0.0,0.01,0.09,53.0,9.0,5.6,5.0,Metro3D,T,5.2
4607,Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09,36.0,36.0,2.8,40.0,Blue Omega,M,2.5
4608,Deadliest Catch: Sea of Chaos,X360,2010,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.09,36.0,4.0,tbd,,Crave,E10+,6.5
4609,Super Puzzle Fighter II,GBA,N/A,Puzzle,Capcom,0.06,0.02,0.0,0.0,0.09,83.0,22.0,9.5,4.0,Atomic Planet Entertainment,E,8.0
4610,Pipe Mania,DS,2008,Puzzle,Empire Interactive,0.08,0.01,0.0,0.01,0.09,71.0,13.0,tbd,,Razorworks,E,6.5
4611,Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09,56.0,24.0,5.7,19.0,Hellbent Games,E10+,4.5
4612,NFL Blitz 20-02,GC,2002,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,77.0,9.0,tbd,,Point of View,E,7.9
4613,World Soccer Winning Eleven 8 International,XB,2004,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09,90.0,25.0,8.4,11.0,KCET,E,9.4
4614,Sniper Elite,XB,2005,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,77.0,25.0,8.5,11.0,Rebellion,M,7.5
4615,Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0.0,0.0,0.09,72.0,28.0,8.7,7.0,Monster Games Inc.,T,6.5
4616,Crimson Sea,XB,2002,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,78.0,19.0,8.2,10.0,Koei,T,8.1
4617,FIFA Street 3,DS,2008,Sports,Electronic Arts,0.06,0.02,0.0,0.01,0.09,56.0,8.0,tbd,,"EA Canada, Exient Entertainment",E,5.8
4618,Red Bull BC One,DS,2008,Misc,Playlogic Game Factory,0.08,0.0,0.0,0.01,0.09,48.0,15.0,5.3,8.0,Smack Down Productions,E,5.6
4619,The Weakest Link,PS,2001,Misc,Activision,0.05,0.03,0.0,0.01,0.09,63.0,7.0,7.2,6.0,"Activision, Traveller's Tales",E,5.0
4620,Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.09,63.0,24.0,6.3,6.0,Clover Studio,T,6.4
4621,The Mummy: Tomb of the Dragon Emperor,DS,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,43.0,5.0,tbd,,Artificial Mind and Movement,T,4.5
4622,Ikaruga,GC,2003,Shooter,Atari,0.07,0.02,0.0,0.0,0.09,85.0,52.0,8.5,42.0,Treasure,E,9.0
4623,The Suffering: Ties That Bind,XB,2005,Action,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,36.0,9.1,8.0,Surreal Software,M,8.1
4624,Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,76.0,8.0,8,7.0,Koei,E10+,8.0
4625,The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,7.0,6.4,5.0,Eurocom Entertainment Software,T,4.5
4626,Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.06,0.0,0.02,0.01,0.09,75.0,10.0,7.7,7.0,Sting,T,8.8
4627,Terraria,3DS,2016,Action,505 Games,0.0,0.04,0.05,0.0,0.09,71.0,6.0,7.1,21.0,Re-Logic,T,9.2
4628,El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,THQ,0.08,0.0,0.0,0.01,0.09,53.0,5.0,tbd,,THQ,E,8.0
4629,Digimon World 4,GC,2005,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,55.0,4.0,8.1,19.0,Bandai,E,6.1
4630,Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09,59.0,16.0,7.5,19.0,Xpec,T,4.9
4631,Ford Racing 3,XB,2004,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09,58.0,12.0,tbd,,Razorworks Studios,E,5.0
4632,R: Racing Evolution,XB,2003,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.09,67.0,29.0,tbd,,Namco,T,6.8
4633,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09,45.0,12.0,1.4,5.0,Artificial Mind and Movement,E10+,4.5
4634,Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,71.0,22.0,6.6,8.0,Arc System Works,T,6.5
4635,Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09,80.0,13.0,8.5,4.0,Secret Level,E,6.8
4636,Fire Pro Wrestling Returns,PS2,2005,Sports,505 Games,0.04,0.03,0.0,0.01,0.09,78.0,12.0,8.5,17.0,S-Neo,T,7.0
4637,Obscure: The Aftermath,PSP,2009,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,0.09,66.0,25.0,8.2,20.0,Hydravision,M,7.0
4638,Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,0.08,0.0,0.0,0.01,0.09,82.0,46.0,8,38.0,EA Tiburon,E,9.0
4639,Rollcage Stage II,PS,2000,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09,85.0,7.0,8.9,16.0,Attention To Detail,E,8.7
4640,Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,50.0,11.0,8,9.0,Koei,T,5.3
4641,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0.0,0.01,0.09,62.0,9.0,5.2,6.0,Beenox,T,5.5
4642,Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,28.0,5.0,2.5,11.0,Collision Studios,T,3.7
4643,Forgotten Realms: Demon Stone,XB,2004,Action,Atari,0.06,0.02,0.0,0.0,0.09,72.0,17.0,6.5,6.0,Stormfront Studios,T,7.0
4644,Major League Baseball 2K7,PSP,2007,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,61.0,5.0,tbd,,Visual Concepts,E,3.0
4645,Rock Band 3,DS,2010,Misc,MTV Games,0.07,0.01,0.0,0.01,0.09,79.0,8.0,5.5,6.0,Backbone Entertainment,E10+,8.5
4646,LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,0.06,0.02,0.0,0.0,0.09,55.0,5.0,7,6.0,Amaze Entertainment,E,3.5
4647,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09,65.0,19.0,7.3,6.0,Capcom,E10+,6.0
4648,Top Gear Rally,GBA,2003,Racing,Kemco,0.06,0.02,0.0,0.0,0.09,78.0,12.0,7.6,5.0,Tantalus Interactive,E,8.0
4649,Red Faction: Armageddon,PC,2011,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,75.0,29.0,6.7,273.0,Volition Inc.,M,7.0
4650,XIII,GC,2003,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,73.0,27.0,7.7,20.0,Ubisoft Paris,M,9.0
4651,Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,56.0,7.0,8.2,5.0,G1M2,T,5.0
4652,The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,0.06,0.02,0.0,0.0,0.09,63.0,12.0,tbd,,Heavy Iron Studios,E10+,6.0
4653,Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.09,70.0,14.0,7.5,6.0,Racjin,T,7.2
4654,ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09,30.0,21.0,5.9,33.0,Rebellion,M,4.6
4655,F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09,66.0,43.0,7.1,16.0,"TimeGate Studios, Day 1 Studios",M,6.7
4656,Savage Skies,PS2,2002,Shooter,Big Ben Interactive,0.04,0.03,0.0,0.01,0.09,56.0,17.0,tbd,,iRock Interactive,M,4.0
4657,Indianapolis 500 Legends,DS,2007,Racing,Destineer,0.08,0.0,0.0,0.01,0.09,51.0,8.0,tbd,,Torus Games,E,5.0
4658,The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.09,75.0,10.0,7.7,19.0,Electronic Arts,T,7.7
4659,Age of Mythology,PC,2002,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09,89.0,31.0,8.9,484.0,Ensemble Studios,T,9.3
4660,Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0.0,0.0,0.09,69.0,10.0,9,4.0,Artificial Mind and Movement,E,7.0
4661,Charlotte's Web,DS,2006,Action,Sega,0.08,0.0,0.0,0.01,0.09,60.0,4.0,tbd,,Backbone Entertainment,E,6.5
4662,NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,4.0,8.1,8.0,EA Sports,E,7.0
4663,Ephemeral Fantasia,PS2,2000,Role-Playing,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,48.0,16.0,6.3,39.0,KCEJ,T,4.2
4664,1 vs. 100,DS,2008,Misc,DSI Games,0.08,0.0,0.0,0.01,0.08,38.0,5.0,3.2,5.0,ECI,E,4.5
4665,Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,62.0,19.0,tbd,,Konami,E10+,7.0
4666,Gray Matter,PC,2011,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.08,72.0,27.0,7.7,80.0,Wizarbox,T,7.5
4667,Brain Voyage,DS,2008,Puzzle,Eidos Interactive,0.06,0.01,0.0,0.01,0.08,52.0,12.0,tbd,,Razorback Developments,E,5.0
4668,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0.0,0.0,0.01,0.08,43.0,11.0,6.7,55.0,Red Storm Entertainment,T,3.7
4669,Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.02,0.0,0.01,0.08,73.0,11.0,7.5,12.0,Gulti,E10+,7.3
4670,Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.08,79.0,45.0,8.4,240.0,Petroglyph,T,7.6
4671,Knights in the Nightmare,DS,2008,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.08,76.0,25.0,8.6,23.0,Sting,T,8.8
4672,Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,Electronic Arts,0.08,0.0,0.0,0.01,0.08,34.0,6.0,6.5,16.0,"EA Canada, Sensory Sweep",E10+,6.1
4673,Prisoner of War,XB,2002,Adventure,Atari,0.06,0.02,0.0,0.0,0.08,64.0,20.0,tbd,,Wide Games,T,7.4
4674,Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0.0,0.01,0.08,51.0,9.0,5,6.0,High Voltage Software,T,5.0
4675,Onimusha Tactics,GBA,2003,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08,64.0,21.0,8.7,7.0,Capcom,T,6.5
4676,Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08,70.0,21.0,7.9,10.0,Hudson,E,6.7
4677,TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82.0,26.0,7.2,15.0,Codemasters,E10+,8.7
4678,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31.0,6.0,5,11.0,Digital Leisure Inc.,T,4.5
4679,Deadliest Catch: Sea of Chaos,PS3,2010,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.08,48.0,8.0,tbd,,Crave,E10+,6.5
4680,Ultimate Brain Games,GBA,2003,Misc,Telegames,0.06,0.02,0.0,0.0,0.08,80.0,9.0,8.3,7.0,Cosmigo,E,8.5
4681,Exit,PSP,2005,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.7,13.0,Taito Corporation,E,7.6
4682,Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.08,60.0,28.0,7.8,5.0,High Voltage Software,T,7.0
4683,Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08,82.0,27.0,8.1,86.0,PopCap,E,8.0
4684,RTX Red Rock,PS2,2003,Shooter,LucasArts,0.04,0.03,0.0,0.01,0.08,49.0,23.0,5,4.0,LucasArts,T,5.6
4685,FIFA Street 2,XB,2006,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,30.0,7.1,9.0,EA Canada,E,6.2
4686,Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08,45.0,19.0,5.4,5.0,Core Design Ltd.,E10+,5.0
4687,Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,77.0,20.0,8.8,15.0,Amusement Vision,T,7.8
4688,Shining Soul II,GBA,2003,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,74.0,18.0,8.3,9.0,Grasshopper Manufacture,E,7.5
4689,Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,79.0,32.0,8.3,14.0,Noise Factory,T,8.4
4690,Gradius Galaxies,GBA,2001,Shooter,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,78.0,17.0,tbd,,Mobile 21,E,7.5
4691,Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,69.0,19.0,6.8,4.0,Ubisoft Romania,T,5.7
4692,NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,78.0,51.0,7.9,166.0,Kush Games,E10+,8.6
4693,Air Conflicts: Secret Wars,X360,2011,Simulation,bitComposer Games,0.06,0.02,0.0,0.01,0.08,61.0,14.0,tbd,,Games Farm,T,6.0
4694,Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.08,48.0,6.0,7.1,7.0,Gameloft,T,4.0
4695,Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0.0,0.01,0.08,69.0,15.0,8.1,11.0,Capcom,E,8.5
4696,Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,47.0,23.0,7.5,6.0,Foundation 9 Entertainment,E10+,4.0
4697,Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08,80.0,8.0,6.9,182.0,Konami,E,8.5
4698,Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,46.0,6.0,7.3,6.0,AWE Games,T,4.6
4699,Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,71.0,4.0,7.8,5.0,Venom Games,T,5.8
4700,Grand Prix Challenge,PS2,2002,Racing,Atari,0.04,0.03,0.0,0.01,0.08,76.0,9.0,9.2,9.0,Atari,E,9.0
4701,FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.8,5.0,EA Canada,E,8.6
4702,ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,35.0,18.0,4.8,27.0,Rebellion,M,4.6
4703,Knights Contract,PS3,2011,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,51.0,37.0,6,8.0,Game Republic,M,3.5
4704,NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,18.0,9.3,7.0,EA Canada,E10+,8.5
4705,The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,0.07,0.0,0.0,0.01,0.08,60.0,8.0,tbd,,Stormfront Studios,E10+,4.0
4706,Pinobee: Wings of Adventure,GBA,2001,Platform,Hudson Entertainment,0.06,0.02,0.0,0.0,0.08,61.0,8.0,tbd,,Artoon,E,6.0
